"cytokine","cell_type","gene","direction","weight"
"IL-4","B_cell","PEBP1","up",0.582417517757543
"IL-4","B_cell","ST6GALNAC4","up",0.580072855113932
"IL-4","B_cell","RBMX","up",0.578214816323855
"IL-4","B_cell","NUP62","up",0.577948597728184
"IL-4","B_cell","DHPS","up",0.574760466008512
"IL-4","B_cell","RCL1","up",0.573974972359625
"IL-4","B_cell","ATP1A1","up",0.573772994495745
"IL-4","B_cell","RFLNB","up",0.571207480142313
"IL-4","B_cell","NUBP1","up",0.569222768003621
"IL-4","B_cell","TRMT1","up",0.568373007257671
"IL-4","B_cell","BAX","up",0.567887604885376
"IL-4","B_cell","NFX1","up",0.567330526826859
"IL-4","B_cell","NDUFAB1","up",0.566596940211699
"IL-4","B_cell","PRMT7","up",0.56255787594725
"IL-4","B_cell","WDFY2","up",0.56119284080578
"IL-4","B_cell","UBE2V2","up",0.560838551688411
"IL-4","B_cell","SNRPD2","up",0.56072530035639
"IL-4","B_cell","HNRNPU","up",0.560329033118192
"IL-4","B_cell","NUDC","up",0.560198283071487
"IL-4","B_cell","THAP12","up",0.558132974574886
"IL-4","B_cell","TMED2","up",0.557582999238938
"IL-4","B_cell","IL4R","up",0.55741571224119
"IL-4","B_cell","PRDX1","up",0.556690452965913
"IL-4","B_cell","SNU13","up",0.556343182932756
"IL-4","B_cell","DDIT3","up",0.555453308920389
"IL-4","B_cell","RUVBL1","up",0.554932794209054
"IL-4","B_cell","PHB","up",0.554619314980986
"IL-4","B_cell","TIMCC","up",0.554575191748463
"IL-4","B_cell","PXDC1","up",0.553678553351147
"IL-4","B_cell","TXN2","up",0.552988246570614
"IL-4","B_cell","HNRNPF","up",0.552259612982529
"IL-4","B_cell","LARP1","up",0.550789385593351
"IL-4","B_cell","UBL4A","up",0.55033990053756
"IL-4","B_cell","MRPL54","up",0.549761881167125
"IL-4","B_cell","RPN1","up",0.549184827344453
"IL-4","B_cell","IRAK1","up",0.5486236243917
"IL-4","B_cell","CETN3","up",0.547447680400698
"IL-4","B_cell","SNRPF","up",0.54698490955749
"IL-4","B_cell","DNAJB11","up",0.546385259250486
"IL-4","B_cell","PPP3CA","up",0.545208975991766
"IL-4","B_cell","MRPL17","up",0.544763197551309
"IL-4","B_cell","XPOT","up",0.543874129778106
"IL-4","B_cell","EIF5B","up",0.543389889429325
"IL-4","B_cell","STUB1","up",0.54323019535531
"IL-4","B_cell","MAP3K8","up",0.542365283354925
"IL-4","B_cell","CYC1","up",0.542283399955233
"IL-4","B_cell","ETF1","up",0.541722101600209
"IL-4","B_cell","NOL8","up",0.54068712575704
"IL-4","B_cell","WDR46","up",0.540498818368989
"IL-4","B_cell","CYP51A1","up",0.539237003090273
"IL-4","B_cell","SSR4","up",0.539145812497373
"IL-4","B_cell","PSMB7","up",0.538627241124811
"IL-4","B_cell","UBE2I","up",0.537263548771243
"IL-4","B_cell","OSGEP","up",0.536546190132029
"IL-4","B_cell","EIF2S3","up",0.53653820359618
"IL-4","B_cell","DDX3X","up",0.535018823373367
"IL-4","B_cell","YARS","up",0.534469665980758
"IL-4","B_cell","DPH5","up",0.533503246398426
"IL-4","B_cell","CNOT4","up",0.533362242084947
"IL-4","B_cell","CAMK2D","up",0.533342042434386
"IL-4","B_cell","ARHGDIA","up",0.532806365208178
"IL-4","B_cell","UBXN4","up",0.532473006397209
"IL-4","B_cell","SRPK1","up",0.531244928308097
"IL-4","B_cell","EEF1E1","up",0.529348832304635
"IL-4","B_cell","PSMA5","up",0.528633723441977
"IL-4","B_cell","NCOA3","up",0.528531415925577
"IL-4","B_cell","CHCHD2","up",0.528052612510779
"IL-4","B_cell","HTT","up",0.527471070179859
"IL-4","B_cell","CNR2","up",0.526873965086009
"IL-4","B_cell","UFM1","up",0.526847089003489
"IL-4","B_cell","BOLA2","up",0.525883844589987
"IL-4","B_cell","HMGB1","up",0.525841670978723
"IL-4","B_cell","SUMO2","up",0.525340355180292
"IL-4","B_cell","NDUFB7","up",0.525277468658107
"IL-4","B_cell","RANGAP1","up",0.524021932487167
"IL-4","B_cell","HDGF","up",0.524009942747794
"IL-4","B_cell","VCP","up",0.523977641679288
"IL-4","B_cell","TCP1","up",0.521756154440714
"IL-4","B_cell","HSD17B12","up",0.521077697087273
"IL-4","B_cell","RBM17","up",0.521025231864159
"IL-4","B_cell","YY1","up",0.520180559000488
"IL-4","B_cell","NIFK","up",0.51868232304467
"IL-4","B_cell","HVCN1","up",0.515541569947143
"IL-4","B_cell","RARS","up",0.511673770294712
"IL-4","B_cell","CIITA","up",0.511635594626279
"IL-4","B_cell","PSMA2","up",0.509519028404192
"IL-4","B_cell","CCT4","up",0.509408203212533
"IL-4","B_cell","CREBZF","up",0.509215885279819
"IL-4","B_cell","CLPTM1L","up",0.505551726047783
"IL-4","B_cell","SAMM50","up",0.503920847923212
"IL-4","B_cell","KRAS","up",0.503917841999582
"IL-4","B_cell","PPP1R15B","up",0.503543931439966
"IL-4","B_cell","DDX10","up",0.503108169539723
"IL-4","B_cell","ITFG2","up",0.502806743521036
"IL-4","B_cell","LDHA","up",0.502155128059967
"IL-4","B_cell","USP7","up",0.501932537550916
"IL-4","B_cell","PSMA3","up",0.501913543268717
"IL-4","B_cell","CHFR","up",0.500841487721317
"IL-4","B_cell","GTF2F1","up",0.500714752950837
"IL-4","B_cell","ATP6V1F","up",0.500037329183743
"IL-4","B_cell","RBM15B","up",0.499772393806909
"IL-4","B_cell","BECN1","up",0.499634948393511
"IL-4","B_cell","EZR","up",0.498676132646443
"IL-4","B_cell","UQCR11","up",0.498408318406805
"IL-4","B_cell","RPN2","up",0.497631747335769
"IL-4","B_cell","FBXW7","up",0.497418876427673
"IL-4","B_cell","GAPDH","up",0.496401465626259
"IL-4","B_cell","PPID","up",0.496260154501441
"IL-4","B_cell","SRSF5","up",0.495690138774112
"IL-4","B_cell","UTP15","up",0.493549547390201
"IL-4","B_cell","NDUFB2","up",0.493533672990493
"IL-4","B_cell","REXO2","up",0.492056525247568
"IL-4","B_cell","UBE2S","up",0.490924945305566
"IL-4","B_cell","NDUFA12","up",0.4908576833826
"IL-4","B_cell","TIMM10","up",0.488978445039482
"IL-4","B_cell","HNRNPA2B1","up",0.48765395595504
"IL-4","B_cell","PSMD2","up",0.487185379879802
"IL-4","B_cell","SARNP","up",0.486981034359124
"IL-4","B_cell","TGFBR1","up",0.483655009815284
"IL-4","B_cell","TSR1","up",0.483267967562046
"IL-4","B_cell","LMAN2","up",0.482711044710938
"IL-4","B_cell","STT3B","up",0.481503984776102
"IL-4","B_cell","OSTC","up",0.481086139521536
"IL-4","B_cell","RNMT","up",0.479827620842102
"IL-4","B_cell","NDUFA1","up",0.478677234609127
"IL-4","B_cell","RSL24D1","up",0.478622542141717
"IL-4","B_cell","ATP2A2","up",0.477618562670865
"IL-4","B_cell","PNO1","up",0.476909043056719
"IL-4","B_cell","PPIG","up",0.47523038475035
"IL-4","B_cell","SF3B3","up",0.474975134324358
"IL-4","B_cell","SYNCRIP","up",0.474890518111189
"IL-4","B_cell","BZW1","up",0.47340268945794
"IL-4","B_cell","MATR3","up",0.473400368597771
"IL-4","B_cell","STOML2","up",0.472053949562864
"IL-4","B_cell","WDR3","up",0.471694531721911
"IL-4","B_cell","RRP12","up",0.471567431400291
"IL-4","B_cell","HNRNPA0","up",0.471514662790534
"IL-4","B_cell","IFI35","up",0.471008248406877
"IL-4","B_cell","RMI2","up",0.470984903009316
"IL-4","B_cell","PDAP1","up",0.470224645665389
"IL-4","B_cell","CORO2A","up",0.469677320590029
"IL-4","B_cell","MSMO1","up",0.469280846012556
"IL-4","B_cell","CHMP4B","up",0.469279451006143
"IL-4","B_cell","SLC35B1","up",0.468930298029757
"IL-4","B_cell","ABCE1","up",0.468634470398278
"IL-4","B_cell","ETFA","up",0.468167089504245
"IL-4","B_cell","PSMB5","up",0.467366961933103
"IL-4","B_cell","EIF3L","up",0.466894903883119
"IL-4","B_cell","SNRPG","up",0.465480056993891
"IL-4","B_cell","CHCHD1","up",0.464890906426516
"IL-4","B_cell","CNBP","up",0.464619518240275
"IL-4","B_cell","ATP5F1","up",0.462323412597661
"IL-4","B_cell","PFDN2","up",0.460511392678476
"IL-4","B_cell","MRPS24","up",0.457870580286853
"IL-4","B_cell","NKTR","up",0.457849294271185
"IL-4","B_cell","DDOST","up",0.457566582934038
"IL-4","B_cell","DKC1","up",0.456898153252979
"IL-4","B_cell","UQCRB","up",0.456649030132652
"IL-4","B_cell","PSMC5","up",0.455466551858622
"IL-4","B_cell","ATP5J","up",0.45477867330395
"IL-4","B_cell","SPAG7","up",0.454649610809373
"IL-4","B_cell","ALYREF","up",0.454509195272054
"IL-4","B_cell","MAK16","up",0.453128442685316
"IL-4","B_cell","NDUFAF8","up",0.453124231949307
"IL-4","B_cell","CD53","up",0.453072129668704
"IL-4","B_cell","ATF4","up",0.451902884966878
"IL-4","B_cell","EXOSC1","up",0.451659812006541
"IL-4","B_cell","PGAM1","up",0.451452310470974
"IL-4","B_cell","DAZAP1","up",0.451420499653216
"IL-4","B_cell","ATP5G3","up",0.451419401697374
"IL-4","B_cell","TCOF1","up",0.450420391548038
"IL-4","B_cell","UTP18","up",0.450106036009229
"IL-4","B_cell","ABCF2","up",0.449765144426163
"IL-4","B_cell","HNRNPK","up",0.449162968057421
"IL-4","B_cell","VMA22","up",0.448705363920406
"IL-4","B_cell","ISCA2","up",0.447812839254128
"IL-4","B_cell","SBNO1","up",0.447417139888418
"IL-4","B_cell","C16ORF91","up",0.44713445405684
"IL-4","B_cell","STIP1","up",0.44660760939885
"IL-4","B_cell","TCERG1","up",0.444545980564624
"IL-4","B_cell","CYB561D2","up",0.444224945389249
"IL-4","B_cell","POU2AF1","up",0.443649742196832
"IL-4","B_cell","BTF3","up",0.443096806630963
"IL-4","B_cell","TIMM8B","up",0.4425853227904
"IL-4","B_cell","SLC61A1","up",0.442420091101512
"IL-4","B_cell","CDK4","up",0.441987668459582
"IL-4","B_cell","USMG5","up",0.441889127000876
"IL-4","B_cell","SPCS3","up",0.441619458843372
"IL-4","B_cell","GNG5","up",0.441542125546888
"IL-4","B_cell","PSMA6","up",0.440489999709852
"IL-4","B_cell","PAX5","up",0.439970990899896
"IL-4","B_cell","P4HB","up",0.439150427709015
"IL-4","B_cell","ABCF1","up",0.437962916888456
"IL-4","B_cell","TCF12","up",0.436918886260251
"IL-4","B_cell","NMT1","up",0.436709461688888
"IL-4","B_cell","NOL12","up",0.435516077275167
"IL-4","B_cell","RTF1","up",0.435114328683699
"IL-4","B_cell","MRPL51","up",0.434901499739746
"IL-4","B_cell","GLRX3","up",0.434862206063136
"IL-4","B_cell","ATIC","up",0.434545656157601
"IL-4","B_cell","UXT","up",0.434107349209294
"IL-4","B_cell","PTRH2","up",0.433877134294861
"IL-4","B_cell","PSMB3","up",0.432280637402366
"IL-4","B_cell","PSMA4","up",0.431942326751091
"IL-4","B_cell","MRPS17","up",0.43159909990698
"IL-4","B_cell","ROMO1","up",0.431422264211945
"IL-4","B_cell","ATAD3A","up",0.43055909898518
"IL-4","B_cell","NAA11","up",0.429614318601923
"IL-4","B_cell","GCSH","up",0.42800421072898
"IL-4","B_cell","POLR2F","up",0.426103974188805
"IL-4","B_cell","PSMD11","up",0.425118506636493
"IL-4","B_cell","EIF2B5","up",0.424982751086507
"IL-4","B_cell","SAR1A","up",0.424812488628219
"IL-4","B_cell","CCDC86","up",0.424177363018596
"IL-4","B_cell","SLC71A1","up",0.422766262932333
"IL-4","B_cell","RRP1B","up",0.422610820085199
"IL-4","B_cell","PRPF8","up",0.422069061923452
"IL-4","B_cell","NDUFA5","up",0.422038182519625
"IL-4","B_cell","PAK1IP1","up",0.421605702438704
"IL-4","B_cell","WDR74","up",0.421460648396021
"IL-4","B_cell","TMEM258","up",0.421294816892795
"IL-4","B_cell","PTPN2","up",0.420062578556117
"IL-4","B_cell","BRIX1","up",0.419661879196615
"IL-4","B_cell","JUND","up",0.417330842091494
"IL-4","B_cell","ELOC","up",0.416830566832554
"IL-4","B_cell","UTP11","up",0.415535010567266
"IL-4","B_cell","SSSCA1","up",0.41516360310944
"IL-4","B_cell","SMYD5","up",0.414217058628857
"IL-4","B_cell","GNL2","up",0.414027077121335
"IL-4","B_cell","GPATCH4","up",0.413933337019801
"IL-4","B_cell","BCCIP","up",0.411965261365527
"IL-4","B_cell","WDR18","up",0.411011903816462
"IL-4","B_cell","EIF1AY","up",0.410393489701267
"IL-4","B_cell","PPIE","up",0.410094980179103
"IL-4","B_cell","NUP43","up",0.409852241260467
"IL-4","B_cell","RWDD4","up",0.409003077674116
"IL-4","B_cell","LAMP2","up",0.407662561282756
"IL-4","B_cell","ANKRD49","up",0.407276075264083
"IL-4","B_cell","MAGOH","up",0.407139492557394
"IL-4","B_cell","TRAPPC4","up",0.406705317760609
"IL-4","B_cell","VAPA","up",0.406033139961197
"IL-4","B_cell","NOC2L","up",0.403643889655714
"IL-4","B_cell","MAPRE1","up",0.40352577223008
"IL-4","B_cell","USP4","up",0.403486046659504
"IL-4","B_cell","PIH1D1","up",0.402628279732307
"IL-4","B_cell","TOMM6","up",0.402213732169565
"IL-4","B_cell","EFTUD2","up",0.40213427925543
"IL-4","B_cell","NOC3L","up",0.402105817938232
"IL-4","B_cell","GMPPB","up",0.401308869655253
"IL-4","B_cell","CDK2AP1","up",0.400747366152285
"IL-4","B_cell","COPS4","up",0.400341054899205
"IL-4","B_cell","MGAT2","up",0.400276070032603
"IL-4","B_cell","KLHDC4","up",0.399823422890182
"IL-4","B_cell","PSMD12","up",0.39889870532536
"IL-4","B_cell","JAGN1","up",0.398234084325415
"IL-4","B_cell","SEC62","up",0.397932378585861
"IL-4","B_cell","CTPS1","up",0.396449284377537
"IL-4","B_cell","HLA-DRB1","up",0.394981275798143
"IL-4","B_cell","CEBPZ","up",0.394416202182018
"IL-4","B_cell","PSMD6","up",0.393144233542145
"IL-4","B_cell","ACBD6","up",0.392814080299069
"IL-4","B_cell","CTU2","up",0.392756111846955
"IL-4","B_cell","EXOSC10","up",0.391418491689359
"IL-4","B_cell","WDR75","up",0.389924389975531
"IL-4","B_cell","MRPL12","up",0.389706901558803
"IL-4","B_cell","MRPL55","up",0.38894372228302
"IL-4","B_cell","KPNB1","up",0.388732759937368
"IL-4","B_cell","ACTG1","up",0.388591264464655
"IL-4","B_cell","MRPL42","up",0.385755235945186
"IL-4","B_cell","NAPA","up",0.384144212719491
"IL-4","B_cell","TSN","up",0.383715891970375
"IL-4","B_cell","ELOB","up",0.383278014100666
"IL-4","B_cell","EIF4E2","up",0.383216022190829
"IL-4","B_cell","HLA-DQA1","up",0.38060738935505
"IL-4","B_cell","PRELID3B","up",0.379888098109291
"IL-4","B_cell","BCL6","up",0.378675643430554
"IL-4","B_cell","SEMA4D","up",0.377908103845838
"IL-4","B_cell","GMPS","up",0.377854283966712
"IL-4","B_cell","ASCC3","up",0.377589902169528
"IL-4","B_cell","GLIPR2","up",0.377209081632733
"IL-4","B_cell","TMEM55B","up",0.376651502845567
"IL-4","B_cell","BAG5","up",0.376411075316509
"IL-4","B_cell","PSMD7","up",0.373385258887147
"IL-4","B_cell","AGGF1","up",0.373321879884722
"IL-4","B_cell","KTI12","up",0.372913178604094
"IL-4","B_cell","TRMT61A","up",0.370286901324381
"IL-4","B_cell","SLC1A5","up",0.370014889794643
"IL-4","B_cell","PSMG4","up",0.369702047021679
"IL-4","B_cell","U2AF2","up",0.369428556780227
"IL-4","B_cell","HIPK2","up",0.369350694861969
"IL-4","B_cell","MRFAP1","up",0.368596425019407
"IL-4","B_cell","NSMCE1","up",0.368322031433319
"IL-4","B_cell","ASS1","up",0.36820591818516
"IL-4","B_cell","MOGS","up",0.367683788005923
"IL-4","B_cell","CLK4","up",0.36725104991114
"IL-4","B_cell","MRPL3","up",0.366812132959766
"IL-4","B_cell","NAT10","up",0.366785189848676
"IL-4","B_cell","EIF4E","up",0.365997019759977
"IL-4","B_cell","SRSF9","up",0.365918175160719
"IL-4","B_cell","R3HDM1","up",0.365500200516153
"IL-4","B_cell","SENP6","up",0.365375794361243
"IL-4","B_cell","MRPS15","up",0.365367624137957
"IL-4","B_cell","SGTA","up",0.365162099300639
"IL-4","B_cell","MTCH2","up",0.364556710121558
"IL-4","B_cell","NIPSNAP3A","up",0.363314617255753
"IL-4","B_cell","SMIM7","up",0.363294773765412
"IL-4","B_cell","PFDN6","up",0.362846293519742
"IL-4","B_cell","DNAJA2","up",0.362260797218045
"IL-4","B_cell","TRNAU1AP","up",0.361846582906143
"IL-4","B_cell","BUD31","up",0.361600376093923
"IL-4","B_cell","PSMC3","up",0.361586094727423
"IL-4","B_cell","AGPAT5","up",0.361146675300014
"IL-4","B_cell","ALDH18A1","up",0.359336054245275
"IL-4","B_cell","BUB3","up",0.357732822200991
"IL-4","B_cell","TAF4","up",0.356478796474022
"IL-4","B_cell","NOB1","up",0.355757521123078
"IL-4","B_cell","MRPL35","up",0.354878181417868
"IL-4","B_cell","NFKBIB","up",0.354043192645507
"IL-4","B_cell","ORMDL2","up",0.352216102012002
"IL-4","B_cell","ZBTB11","up",0.3521000175049
"IL-4","B_cell","PARL","up",0.350868895923326
"IL-4","B_cell","ABHD18","up",0.3488734542972
"IL-4","B_cell","DCAF13","up",0.34734755743494
"IL-4","B_cell","LSM7","up",0.346379701620626
"IL-4","B_cell","SSR1","up",0.345198739973488
"IL-4","B_cell","SUGP1","up",0.343860718256918
"IL-4","B_cell","BSG","up",0.342640900548767
"IL-4","B_cell","M6PR","up",0.34104971831629
"IL-4","B_cell","TOP1","up",0.340582932375072
"IL-4","B_cell","FEN1","up",0.339111834156013
"IL-4","B_cell","TIMM13","up",0.338786637129119
"IL-4","B_cell","ELAC2","up",0.338551516223971
"IL-4","B_cell","PDCL3","up",0.338400841370806
"IL-4","B_cell","CCDC59","up",0.338350201375712
"IL-4","B_cell","UQCR10","up",0.338346976447244
"IL-4","B_cell","SCAMP2","up",0.33564722821919
"IL-4","B_cell","RBM19","up",0.334141492871204
"IL-4","B_cell","LARP4","up",0.334068506636257
"IL-4","B_cell","SKI","up",0.333544330111417
"IL-4","B_cell","FBXO28","up",0.333327867341473
"IL-4","B_cell","MRPS18A","up",0.330829092017298
"IL-4","B_cell","WDR4","up",0.330640913463358
"IL-4","B_cell","PES1","up",0.328809064244988
"IL-4","B_cell","SDAD1","up",0.328518067245302
"IL-4","B_cell","CD79B","up",0.328500763986334
"IL-4","B_cell","RALY","up",0.328347216645691
"IL-4","B_cell","SAR1B","up",0.328340867151767
"IL-4","B_cell","CFDP1","up",0.327871437138706
"IL-4","B_cell","RCE1","up",0.327003003143043
"IL-4","B_cell","NIP7","up",0.326689418221552
"IL-4","B_cell","PPP3CC","up",0.325116732894878
"IL-4","B_cell","DHX40","up",0.324378765816491
"IL-4","B_cell","INTS6","up",0.324132753915161
"IL-4","B_cell","NUDT19","up",0.324063231229219
"IL-4","B_cell","DAPK3","up",0.3233998610552
"IL-4","B_cell","PELP1","up",0.323356915693999
"IL-4","B_cell","TMED10","up",0.322260656435648
"IL-4","B_cell","SNAP23","up",0.320933244785449
"IL-4","B_cell","AP1B1","up",0.318808399964426
"IL-4","B_cell","RHEB","up",0.317760961197739
"IL-4","B_cell","NUDT21","up",0.317170244073216
"IL-4","B_cell","NR2C2AP","up",0.316849282910304
"IL-4","B_cell","SRA1","up",0.316769426150592
"IL-4","B_cell","PPRC1","up",0.316206526478639
"IL-4","B_cell","ZFP62","up",0.315612538434432
"IL-4","B_cell","SIGMAR1","up",0.315209671557617
"IL-4","B_cell","BRD2","up",0.314239732075028
"IL-4","B_cell","CDC5L","up",0.314181841839697
"IL-4","B_cell","PSMG2","up",0.31257110780727
"IL-4","B_cell","BCL7C","up",0.311897034726538
"IL-4","B_cell","MRPL38","up",0.310064287449066
"IL-4","B_cell","HTATSF1","up",0.309645119206538
"IL-4","B_cell","DHX15","up",0.30933505719632
"IL-4","B_cell","AK6","up",0.308327888380106
"IL-4","B_cell","EXOSC2","up",0.307655074399216
"IL-4","B_cell","IDH3B","up",0.306931122627556
"IL-4","B_cell","DIABLO","up",0.304926434792267
"IL-4","B_cell","NAA20","up",0.30328153379195
"IL-4","B_cell","OXA1L","up",0.302481595288541
"IL-4","B_cell","CD164","up",0.299889814814959
"IL-4","B_cell","SLC9A8","up",0.296165167696931
"IL-4","B_cell","AP1M1","up",0.293858993521915
"IL-4","B_cell","EEF1B2","up",0.292896289928366
"IL-4","B_cell","TXNDC15","up",0.292202874732339
"IL-4","B_cell","GRPEL2","up",0.29211369006223
"IL-4","B_cell","ATG3","up",0.290514667956922
"IL-4","B_cell","MTX1","up",0.285267351358697
"IL-4","B_cell","CSTF2T","up",0.284959405088569
"IL-4","B_cell","KARS","up",0.284404315905212
"IL-4","B_cell","VKORC1L1","up",0.284234613307848
"IL-4","B_cell","NDUFS2","up",0.284015317810092
"IL-4","B_cell","HLA-DRB1","up",0.283444202034416
"IL-4","B_cell","AAMP","up",0.283313414966081
"IL-4","B_cell","POR","up",0.281661365192374
"IL-4","B_cell","TP53","up",0.280023164494045
"IL-4","B_cell","IDI1","up",0.266892577154368
"IL-4","B_cell","ATP5C1","up",0.266112306901552
"IL-4","B_cell","RNF4","up",0.260974182214533
"IL-4","B_cell","RNF7","up",0.259216999306247
"IL-4","B_cell","CD74","up",0.259193038757679
"IL-4","B_cell","SEPHS2","up",0.257150670837598
"IL-4","B_cell","MCM5","up",0.252258895253404
"IL-4","B_cell","NOL9","up",0.252253616455396
"IL-4","B_cell","MSH6","up",0.251175998946049
"IL-4","B_cell","CD52","down",0.463397930819069
"IL-4","B_cell","FAU","down",0.50790925967538
"IL-4","B_cell","SH3BGRL3","down",0.537752273862731
"IL-4","B_cell","IGLC7","down",0.539457312137732
"IL-4","B_cell","PFDN5","down",0.606372719910459
"IL-4","B_cell","MEF2C","down",0.61725145548167
