"cytokine","cell_type","gene","direction","weight"
"IL-1α","cDC2","SOWAHC","down",0.32889459503346
"IL-1α","cDC2","CCDC88C","down",0.329233421053535
"IL-1α","cDC2","BSCL2","down",0.330785496165426
"IL-1α","cDC2","SELENOH","down",0.33095411079228
"IL-1α","cDC2","NR4A2","down",0.331023774546899
"IL-1α","cDC2","RASGRP4","down",0.33121577199369
"IL-1α","cDC2","RXRA","down",0.331538862082244
"IL-1α","cDC2","DUT","down",0.331817166077259
"IL-1α","cDC2","TMEM219","down",0.333084570482167
"IL-1α","cDC2","VAV3","down",0.333268283118589
"IL-1α","cDC2","APH1B","down",0.333536024519889
"IL-1α","cDC2","HLTF","down",0.334440134222607
"IL-1α","cDC2","COX20","down",0.33447953590827
"IL-1α","cDC2","RFX7","down",0.335236663304308
"IL-1α","cDC2","SLC48A1","down",0.335609851026154
"IL-1α","cDC2","IRGM","down",0.336065588353579
"IL-1α","cDC2","STOM","down",0.337514058179462
"IL-1α","cDC2","ARPC5L","down",0.338482403283466
"IL-1α","cDC2","ADSSL1","down",0.338818731216901
"IL-1α","cDC2","DCTPP1","down",0.338973789717894
"IL-1α","cDC2","TKT","down",0.33905958624238
"IL-1α","cDC2","CCL15","down",0.339763401537357
"IL-1α","cDC2","ZMIZ1","down",0.340328779662311
"IL-1α","cDC2","PSME2","down",0.340927986737848
"IL-1α","cDC2","LSP1","down",0.342678556149369
"IL-1α","cDC2","IDH1","down",0.343991869896932
"IL-1α","cDC2","MAP4K2","down",0.344836190563678
"IL-1α","cDC2","CIB1","down",0.345202680623291
"IL-1α","cDC2","IL10RB","down",0.346108162627418
"IL-1α","cDC2","TMED10","down",0.34621970098408
"IL-1α","cDC2","EPCAM","down",0.34697139060657
"IL-1α","cDC2","TPI1","down",0.347329860544794
"IL-1α","cDC2","RAB32","down",0.347701403605927
"IL-1α","cDC2","TMED3","down",0.348709476942904
"IL-1α","cDC2","ENTPD1","down",0.349037692844965
"IL-1α","cDC2","EID1","down",0.349772016308006
"IL-1α","cDC2","HERC1","down",0.35038011462597
"IL-1α","cDC2","INPP5D","down",0.35051804540808
"IL-1α","cDC2","PLCG2","down",0.351126198794853
"IL-1α","cDC2","FTL","down",0.351423615146826
"IL-1α","cDC2","CLEC2D","down",0.352309286747169
"IL-1α","cDC2","ST13","down",0.352554253026835
"IL-1α","cDC2","DPYSL2","down",0.352852242574143
"IL-1α","cDC2","NDUFV3","down",0.353475095799722
"IL-1α","cDC2","NUP210","down",0.353870793205496
"IL-1α","cDC2","EIF4E3","down",0.354190393719069
"IL-1α","cDC2","ADD3","down",0.354637199962418
"IL-1α","cDC2","NFKBID","down",0.355444741188198
"IL-1α","cDC2","ABHD12","down",0.355985740466529
"IL-1α","cDC2","UQCC2","down",0.356047389918049
"IL-1α","cDC2","NPC1","down",0.357328526820287
"IL-1α","cDC2","DOCK4","down",0.358413689495536
"IL-1α","cDC2","LIPA","down",0.358644900224839
"IL-1α","cDC2","CCPG1","down",0.360011661104722
"IL-1α","cDC2","PGAP1","down",0.361826256660616
"IL-1α","cDC2","ZNF385A","down",0.363222889926132
"IL-1α","cDC2","CTAGE1","down",0.364212595847514
"IL-1α","cDC2","HK2","down",0.364522760300775
"IL-1α","cDC2","VDAC2","down",0.364776753540971
"IL-1α","cDC2","HMGB2","down",0.365818185297872
"IL-1α","cDC2","WLS","down",0.368444470315538
"IL-1α","cDC2","ABCA9","down",0.368769956576717
"IL-1α","cDC2","ADCY7","down",0.370553911573473
"IL-1α","cDC2","PNISR","down",0.371205925934697
"IL-1α","cDC2","TMEM176B","down",0.371602305059728
"IL-1α","cDC2","EXOSC5","down",0.372564340229262
"IL-1α","cDC2","RNF166","down",0.373065281172836
"IL-1α","cDC2","SLC20A1","down",0.374067838702751
"IL-1α","cDC2","CD2AP","down",0.374486820331172
"IL-1α","cDC2","LRRC25","down",0.375233893108687
"IL-1α","cDC2","DNASE2","down",0.37665711174201
"IL-1α","cDC2","DOCK2","down",0.376756116475278
"IL-1α","cDC2","PLEKHF2","down",0.376872169515614
"IL-1α","cDC2","EIF3E","down",0.377783501466078
"IL-1α","cDC2","L1CAM","down",0.37811439223153
"IL-1α","cDC2","PHF14","down",0.378140487956051
"IL-1α","cDC2","CYBA","down",0.378222322996967
"IL-1α","cDC2","ZMIZ2","down",0.379019544945122
"IL-1α","cDC2","DNA2","down",0.379304562116825
"IL-1α","cDC2","GMFG","down",0.37945818793147
"IL-1α","cDC2","SP100","down",0.380908845587247
"IL-1α","cDC2","CYP27A1","down",0.381204055134611
"IL-1α","cDC2","SMCHD1","down",0.381995438548528
"IL-1α","cDC2","PPT1","down",0.383552604826313
"IL-1α","cDC2","SLC2A14","down",0.385057735534087
"IL-1α","cDC2","PTMS","down",0.386183095226782
"IL-1α","cDC2","CMTM7","down",0.386353299573844
"IL-1α","cDC2","PSTPIP1","down",0.387708499613127
"IL-1α","cDC2","RGS3","down",0.38883656347516
"IL-1α","cDC2","SH3BGRL3","down",0.389608993984192
"IL-1α","cDC2","GSN","down",0.390599032906966
"IL-1α","cDC2","ASAP1","down",0.390721893385596
"IL-1α","cDC2","DPM3","down",0.392743515081767
"IL-1α","cDC2","ARHGAP25","down",0.394110607413361
"IL-1α","cDC2","GRAP","down",0.394728909970723
"IL-1α","cDC2","ABI3","down",0.395042514160048
"IL-1α","cDC2","HSD17B11","down",0.39555790072561
"IL-1α","cDC2","SLC31A2","down",0.395956776093191
"IL-1α","cDC2","STARD9","down",0.396028940978241
"IL-1α","cDC2","EVL","down",0.396288951575207
"IL-1α","cDC2","SCARB1","down",0.396543812332011
"IL-1α","cDC2","TSC22D4","down",0.397989315536063
"IL-1α","cDC2","FCER1G","down",0.399528218897216
"IL-1α","cDC2","SCP2","down",0.399693115426192
"IL-1α","cDC2","JARID2","down",0.40008199074915
"IL-1α","cDC2","ELMO2","down",0.400117775925515
"IL-1α","cDC2","HINT1","down",0.400189840314817
"IL-1α","cDC2","RNASEH2C","down",0.401898597535458
"IL-1α","cDC2","HLA-DQA1","down",0.4032046406198
"IL-1α","cDC2","EEF2","down",0.403430707124684
"IL-1α","cDC2","LGALS1","down",0.404070201519858
"IL-1α","cDC2","PTPRE","down",0.404092002760978
"IL-1α","cDC2","SMIM5","down",0.407377026649928
"IL-1α","cDC2","IDH2","down",0.407934636762413
"IL-1α","cDC2","HLA-A","down",0.40869968276859
"IL-1α","cDC2","PPP3CA","down",0.408750719048767
"IL-1α","cDC2","OXCT1","down",0.408846122407537
"IL-1α","cDC2","SOD1","down",0.409084436215965
"IL-1α","cDC2","PTP4A3","down",0.409090630623671
"IL-1α","cDC2","CD47","down",0.409566108362194
"IL-1α","cDC2","C1ORF54","down",0.410097779051651
"IL-1α","cDC2","SLC29A3","down",0.410637108992452
"IL-1α","cDC2","FES","down",0.411458907041823
"IL-1α","cDC2","DHRS7","down",0.412531873055217
"IL-1α","cDC2","PLIN2","down",0.412734180846437
"IL-1α","cDC2","EIF4B","down",0.4127974514619
"IL-1α","cDC2","AKR1B1","down",0.412955879401108
"IL-1α","cDC2","GNG2","down",0.413317375729192
"IL-1α","cDC2","PIGP","down",0.413727541210376
"IL-1α","cDC2","PGLYRP1","down",0.41378923491382
"IL-1α","cDC2","PLEKHO2","down",0.414064869077266
"IL-1α","cDC2","CLIC1","down",0.414342977439326
"IL-1α","cDC2","HPS3","down",0.415298209142873
"IL-1α","cDC2","MDP1","down",0.415321811649027
"IL-1α","cDC2","NFATC2","down",0.415679208125375
"IL-1α","cDC2","SAP30","down",0.416636131010587
"IL-1α","cDC2","ABCA1","down",0.416834488606038
"IL-1α","cDC2","SSH2","down",0.416896949814881
"IL-1α","cDC2","HES6","down",0.417202113378616
"IL-1α","cDC2","ABCG1","down",0.417501890682668
"IL-1α","cDC2","PTGS2","down",0.417756997831238
"IL-1α","cDC2","TECR","down",0.417928431847052
"IL-1α","cDC2","SUSD3","down",0.418189010810928
"IL-1α","cDC2","NSA2","down",0.422720947818104
"IL-1α","cDC2","HLA-A","down",0.423029091271951
"IL-1α","cDC2","DOCK10","down",0.423685383051255
"IL-1α","cDC2","HIGD2A","down",0.424995153233249
"IL-1α","cDC2","SGPP1","down",0.425288611013704
"IL-1α","cDC2","STK38","down",0.425853782069058
"IL-1α","cDC2","UGGT1","down",0.425906833629634
"IL-1α","cDC2","NR3C1","down",0.426974394767935
"IL-1α","cDC2","PPT2","down",0.428630243241493
"IL-1α","cDC2","BNIP3L","down",0.429568571617558
"IL-1α","cDC2","ATP5C1","down",0.429610886523452
"IL-1α","cDC2","BIN1","down",0.430539970088896
"IL-1α","cDC2","HLA-DRB1","down",0.431555480870154
"IL-1α","cDC2","SLC43A2","down",0.43200891312742
"IL-1α","cDC2","SCARB2","down",0.432779687748462
"IL-1α","cDC2","APBB1IP","down",0.43288426126796
"IL-1α","cDC2","BIN2","down",0.434057862107054
"IL-1α","cDC2","PLEKHO1","down",0.436170729696386
"IL-1α","cDC2","ARHGAP45","down",0.436422854586039
"IL-1α","cDC2","TLN1","down",0.436668809107534
"IL-1α","cDC2","CD68","down",0.437543760123404
"IL-1α","cDC2","KLHL24","down",0.437585170201117
"IL-1α","cDC2","COX7A2L","down",0.43992172978508
"IL-1α","cDC2","TMEM50A","down",0.442666117886387
"IL-1α","cDC2","TIMP2","down",0.442942263246562
"IL-1α","cDC2","MRPL33","down",0.444371582965732
"IL-1α","cDC2","SDF2L1","down",0.44491116379499
"IL-1α","cDC2","NFE2L2","down",0.445165092065646
"IL-1α","cDC2","NEDD4","down",0.445892280686171
"IL-1α","cDC2","PLXND1","down",0.447095659556341
"IL-1α","cDC2","COTL1","down",0.448158678009473
"IL-1α","cDC2","HLA-DQB1","down",0.448573448029363
"IL-1α","cDC2","BRI3BP","down",0.449175631555696
"IL-1α","cDC2","FFAR4","down",0.449494299973812
"IL-1α","cDC2","NEAT1","down",0.450128049451107
"IL-1α","cDC2","KLRD1","down",0.450846290725042
"IL-1α","cDC2","PRR5L","down",0.45154555060989
"IL-1α","cDC2","TGFB1","down",0.451966640371907
"IL-1α","cDC2","RP2","down",0.452230968878643
"IL-1α","cDC2","PEA15","down",0.453008143271129
"IL-1α","cDC2","BORCS6","down",0.4545195030159
"IL-1α","cDC2","IQGAP2","down",0.454872806183037
"IL-1α","cDC2","APOBEC1","down",0.456929554115768
"IL-1α","cDC2","CALHM2","down",0.457890986996183
"IL-1α","cDC2","DBI","down",0.458781649257766
"IL-1α","cDC2","ARL4C","down",0.459154284065185
"IL-1α","cDC2","DAGLB","down",0.459532747930603
"IL-1α","cDC2","CADM3","down",0.460305075126248
"IL-1α","cDC2","CDC42SE2","down",0.460624682099749
"IL-1α","cDC2","MYO5A","down",0.460869402721511
"IL-1α","cDC2","CTSD","down",0.461294808062858
"IL-1α","cDC2","MCUB","down",0.463772035833196
"IL-1α","cDC2","CYFIP2","down",0.464929495363084
"IL-1α","cDC2","MINK1","down",0.468359317289887
"IL-1α","cDC2","ALDH2","down",0.470955456279297
"IL-1α","cDC2","TNFAIP8L2","down",0.471200407480298
"IL-1α","cDC2","EMP3","down",0.472864909168885
"IL-1α","cDC2","PTP4A2","down",0.473806416818817
"IL-1α","cDC2","ARID1A","down",0.475485674127115
"IL-1α","cDC2","SEPT9","down",0.478022647255554
"IL-1α","cDC2","CD37","down",0.478508861187512
"IL-1α","cDC2","PRCP","down",0.478761113523851
"IL-1α","cDC2","LAMTOR4","down",0.48182588599219
"IL-1α","cDC2","SHISA5","down",0.482007602444101
"IL-1α","cDC2","SLC6A6","down",0.482026437206953
"IL-1α","cDC2","GNAI2","down",0.482326266983887
"IL-1α","cDC2","TTC3","down",0.484617909284856
"IL-1α","cDC2","B4GALT6","down",0.484824983879846
"IL-1α","cDC2","REEP5","down",0.485754687356824
"IL-1α","cDC2","RGL1","down",0.486480551663871
"IL-1α","cDC2","IRF8","down",0.487589412574532
"IL-1α","cDC2","NFIX","down",0.488010259429128
"IL-1α","cDC2","H2AFY","down",0.48840447561826
"IL-1α","cDC2","ANXA1","down",0.488488193265744
"IL-1α","cDC2","RASGRP2","down",0.488524771715734
"IL-1α","cDC2","RBFA","down",0.488672354387266
"IL-1α","cDC2","NDUFA6","down",0.489358688849347
"IL-1α","cDC2","CTSC","down",0.491779729017595
"IL-1α","cDC2","COLGALT1","down",0.494084465956062
"IL-1α","cDC2","TM6SF1","down",0.49487876153587
"IL-1α","cDC2","SPN","down",0.496215068197232
"IL-1α","cDC2","AMZ1","down",0.497573702089733
"IL-1α","cDC2","ARHGEF1","down",0.497752050463755
"IL-1α","cDC2","RGS18","down",0.500109522393221
"IL-1α","cDC2","SOX4","down",0.500622623022673
"IL-1α","cDC2","PIP4K2A","down",0.502300246070582
"IL-1α","cDC2","TTC7A","down",0.503448532727038
"IL-1α","cDC2","ASAH1","down",0.503943279262974
"IL-1α","cDC2","MACF1","down",0.503946645584124
"IL-1α","cDC2","FGD2","down",0.505029093047319
"IL-1α","cDC2","TRAPPC5","down",0.505429796403518
"IL-1α","cDC2","CD300A","down",0.505471362317008
"IL-1α","cDC2","SLAMF8","down",0.506570831886181
"IL-1α","cDC2","HPSE","down",0.508165435222595
"IL-1α","cDC2","RSRP1","down",0.510353104680047
"IL-1α","cDC2","NAGA","down",0.511579799703126
"IL-1α","cDC2","HAUS8","down",0.511878366462137
"IL-1α","cDC2","NPC2","down",0.513864656854169
"IL-1α","cDC2","LAT2","down",0.514535704262427
"IL-1α","cDC2","GLIPR1","down",0.517827362352487
"IL-1α","cDC2","VSIR","down",0.519290085343055
"IL-1α","cDC2","DNAJC7","down",0.519913464462336
"IL-1α","cDC2","GPR141","down",0.522408034478704
"IL-1α","cDC2","TALDO1","down",0.523497241171419
"IL-1α","cDC2","RNPEP","down",0.52393978011804
"IL-1α","cDC2","PARP8","down",0.526185739337893
"IL-1α","cDC2","ZNF710","down",0.527480736873083
"IL-1α","cDC2","EPSTI1","down",0.528653974622026
"IL-1α","cDC2","NSMAF","down",0.531566145150318
"IL-1α","cDC2","PAK1","down",0.533113485166189
"IL-1α","cDC2","CBFA2T3","down",0.534132040823824
"IL-1α","cDC2","DEK","down",0.534440431187276
"IL-1α","cDC2","CELF4","down",0.535397517781405
"IL-1α","cDC2","CHKA","down",0.535449723297899
"IL-1α","cDC2","TAOK3","down",0.53593126060845
"IL-1α","cDC2","TBL1XR1","down",0.536236395326448
"IL-1α","cDC2","ARSB","down",0.536865513286171
"IL-1α","cDC2","SEPT3","down",0.53839087210683
"IL-1α","cDC2","PLTP","down",0.540167491843506
"IL-1α","cDC2","PLXNB2","down",0.540783351032821
"IL-1α","cDC2","CTSA","down",0.543246192040215
"IL-1α","cDC2","MPP6","down",0.543737735138525
"IL-1α","cDC2","ST8SIA6","down",0.544778802760695
"IL-1α","cDC2","TPD52","down",0.546149343059749
"IL-1α","cDC2","TIFA","down",0.549962506948346
"IL-1α","cDC2","GPX1","down",0.55003467122941
"IL-1α","cDC2","IER5","down",0.557241781966661
"IL-1α","cDC2","HCK","down",0.557553176546138
"IL-1α","cDC2","SEMA4D","down",0.557945901050785
"IL-1α","cDC2","UBAC2","down",0.558043396449907
"IL-1α","cDC2","ABHD17A","down",0.559790222475392
"IL-1α","cDC2","CTSS","down",0.565904265956901
"IL-1α","cDC2","LRRK2","down",0.567263209390618
"IL-1α","cDC2","JUNB","down",0.56839158865141
"IL-1α","cDC2","SEC11C","down",0.569177756484503
"IL-1α","cDC2","LY86","down",0.569540309449876
"IL-1α","cDC2","SHTN1","down",0.570810751085578
"IL-1α","cDC2","MARCH1","down",0.57094393295778
"IL-1α","cDC2","FAM69A","down",0.572731492367645
"IL-1α","cDC2","GPX4","down",0.573207655173767
"IL-1α","cDC2","CCR9","down",0.576823470026168
"IL-1α","cDC2","MXD4","down",0.57900224721892
"IL-1α","cDC2","HLA-A","down",0.581219979416328
"IL-1α","cDC2","FLT3","down",0.58292060535819
"IL-1α","cDC2","PTMA","down",0.586564129138975
"IL-1α","cDC2","MARVELD1","down",0.587824343338329
"IL-1α","cDC2","IL6ST","down",0.592267488407643
"IL-1α","cDC2","LBH","down",0.595489484184572
"IL-1α","cDC2","UBC","down",0.596064425022592
"IL-1α","cDC2","IL16","down",0.597369661894591
"IL-1α","cDC2","FOXP1","down",0.598095401444287
"IL-1α","cDC2","IFITM3","down",0.603798534569393
"IL-1α","cDC2","ARHGAP17","down",0.610401057394519
"IL-1α","cDC2","FAM46A","down",0.611281645500844
"IL-1α","cDC2","LY6E","down",0.611479493189567
"IL-1α","cDC2","CD200R1","down",0.614341763046127
"IL-1α","cDC2","GNS","down",0.614914932219003
"IL-1α","cDC2","HPGD","down",0.616817229082503
"IL-1α","cDC2","ZBTB20","down",0.620856767617571
"IL-1α","cDC2","SEPT6","down",0.622317701720402
"IL-1α","cDC2","CREG1","down",0.62376763156372
"IL-1α","cDC2","SDC3","down",0.624633749094065
"IL-1α","cDC2","TUBB","down",0.624794372162023
"IL-1α","cDC2","CD4","down",0.625138303692962
"IL-1α","cDC2","SLC46A3","down",0.627786984743654
"IL-1α","cDC2","AKR7A2","down",0.628192485454707
"IL-1α","cDC2","ITGB2","down",0.628924936705188
"IL-1α","cDC2","EMB","down",0.630258265904344
"IL-1α","cDC2","POLD4","down",0.632596353218907
"IL-1α","cDC2","RNASE2","down",0.633738717222892
"IL-1α","cDC2","SMC6","down",0.63469066069459
"IL-1α","cDC2","ANXA6","down",0.637121348328965
"IL-1α","cDC2","TF","down",0.63751469404512
"IL-1α","cDC2","TEP1","down",0.637617909961898
"IL-1α","cDC2","DNAJB14","down",0.641270107090043
"IL-1α","cDC2","GPI","down",0.642637287859184
"IL-1α","cDC2","CCRL2","down",0.6436691251419
"IL-1α","cDC2","TXNIP","down",0.643680593606495
"IL-1α","cDC2","LIMD2","down",0.643928023178169
"IL-1α","cDC2","ADGRE4P","down",0.646866113256863
"IL-1α","cDC2","RASA4","down",0.648661783607242
"IL-1α","cDC2","MAPK14","down",0.649691486196699
"IL-1α","cDC2","CDK14","down",0.652383039629204
"IL-1α","cDC2","ANP32A","down",0.653415478087588
"IL-1α","cDC2","SAMD9L","down",0.657216901408168
"IL-1α","cDC2","PTPN6","down",0.659601770031065
"IL-1α","cDC2","LAG3","down",0.660526136716532
"IL-1α","cDC2","SPTSSA","down",0.662448742641152
"IL-1α","cDC2","ITGAX","down",0.671760726287688
"IL-1α","cDC2","UNC93B1","down",0.671761749452863
"IL-1α","cDC2","ARHGEF6","down",0.673378579537647
"IL-1α","cDC2","ITPR1","down",0.673448115316286
"IL-1α","cDC2","RASSF4","down",0.677388036303547
"IL-1α","cDC2","NCF2","down",0.681193325479017
"IL-1α","cDC2","ARHGAP15","down",0.683605699532626
"IL-1α","cDC2","RNF130","down",0.683631426771318
"IL-1α","cDC2","IL13RA1","down",0.686843032810336
"IL-1α","cDC2","SULF2","down",0.691882796988221
"IL-1α","cDC2","TMEM59","down",0.69229012071746
"IL-1α","cDC2","ITGAL","down",0.696762640055873
"IL-1α","cDC2","NR4A1","down",0.697045278876556
"IL-1α","cDC2","ATPIF1","down",0.698228087724437
"IL-1α","cDC2","RHOB","down",0.700372714402385
"IL-1α","cDC2","YPEL3","down",0.705381585385107
"IL-1α","cDC2","PYCARD","down",0.705382279484365
"IL-1α","cDC2","SMIM14","down",0.709349282681785
"IL-1α","cDC2","MS4A6A","down",0.713760712584955
"IL-1α","cDC2","IGSF6","down",0.716958551592172
"IL-1α","cDC2","NADK","down",0.728091099291683
"IL-1α","cDC2","CLEC4A","down",0.728253952169221
"IL-1α","cDC2","PTPRO","down",0.730430837191543
"IL-1α","cDC2","CAMK1D","down",0.735832064303287
"IL-1α","cDC2","IFNGR1","down",0.747477894143985
"IL-1α","cDC2","BRI3","down",0.759109273842522
"IL-1α","cDC2","FUCA1","down",0.768058190409541
"IL-1α","cDC2","ZFP36L2","down",0.77275385713461
"IL-1α","cDC2","CD180","down",0.775176497737094
"IL-1α","cDC2","ITGB7","down",0.779663734311284
"IL-1α","cDC2","LAPTM5","down",0.780735394590239
"IL-1α","cDC2","DPY19L1","down",0.782454034349853
"IL-1α","cDC2","FBRSL1","down",0.783514125440579
"IL-1α","cDC2","STAP1","down",0.786635026239692
"IL-1α","cDC2","CLEC4C","down",0.789435439068006
"IL-1α","cDC2","TRPS1","down",0.790457555784061
"IL-1α","cDC2","MCEMP1","down",0.793823596488089
"IL-1α","cDC2","SLC15A4","down",0.795160624741287
"IL-1α","cDC2","CD81","down",0.795235372814501
"IL-1α","cDC2","TMSB10","down",0.796848505778086
"IL-1α","cDC2","CCL15","down",0.799523427267366
"IL-1α","cDC2","ARHGAP9","down",0.802676270448655
"IL-1α","cDC2","NAV1","down",0.802717605377304
"IL-1α","cDC2","THEMIS2","down",0.807798335101003
"IL-1α","cDC2","SIRPA","down",0.818943158124885
"IL-1α","cDC2","TYROBP","down",0.821959399231299
"IL-1α","cDC2","CLEC4A","down",0.823510247265848
"IL-1α","cDC2","CLEC4A","down",0.826863315191563
"IL-1α","cDC2","HLA-DMA","down",0.832023294960745
"IL-1α","cDC2","GLTP","down",0.839297581821861
"IL-1α","cDC2","CSF1R","down",0.845255146794069
"IL-1α","cDC2","FYB","down",0.845705943756283
"IL-1α","cDC2","FAM26F","down",0.852501062601807
"IL-1α","cDC2","FAM111A","down",0.860830620507909
"IL-1α","cDC2","EGR1","down",0.865541822621243
"IL-1α","cDC2","ADGRE1","down",0.86658710728006
"IL-1α","cDC2","TIFAB","down",0.867463309534186
"IL-1α","cDC2","GNGT2","down",0.869372709295897
"IL-1α","cDC2","HLA-DMB","down",0.892262267116976
"IL-1α","cDC2","RNASE6","down",0.892567166865239
"IL-1α","cDC2","MYO1F","down",0.895710638232829
"IL-1α","cDC2","HLA-DOA","down",0.903848801706159
"IL-1α","cDC2","CLEC12A","down",0.907007586704393
"IL-1α","cDC2","CELF2","down",0.907706633056761
"IL-1α","cDC2","AIF1","down",0.909986355717354
"IL-1α","cDC2","CD52","down",0.912384698331357
"IL-1α","cDC2","MEF2C","down",0.914779996647387
"IL-1α","cDC2","CD7","down",0.915902081305571
"IL-1α","cDC2","CTSB","down",0.916896259599431
"IL-1α","cDC2","FXYD5","down",0.920082409432967
"IL-1α","cDC2","PPFIA4","down",0.921923276287399
"IL-1α","cDC2","LYZ","down",0.925140880649501
"IL-1α","cDC2","IGHM","down",0.929628546656866
"IL-1α","cDC2","LGALS3","down",0.938315448118536
"IL-1α","cDC2","ARHGDIB","down",0.949069974079271
"IL-1α","cDC2","ATF3","down",0.956558387769512
"IL-1α","cDC2","GRN","down",0.959291205678079
"IL-1α","cDC2","SAT1","down",0.96097922657279
"IL-1α","cDC2","CTSH","down",0.967721174312259
"IL-1α","cDC2","LST1","down",0.976611108100622
"IL-1α","cDC2","RGS10","down",1.00009060213766
"IL-1α","cDC2","JUN","down",1.01053615417184
"IL-1α","cDC2","PTPN18","down",1.01151801249293
"IL-1α","cDC2","BST2","down",1.01395211377517
"IL-1α","cDC2","CKB","down",1.01579579446127
"IL-1α","cDC2","EVI2A","down",1.0346431769894
"IL-1α","cDC2","HEXA","down",1.04033332582294
"IL-1α","cDC2","MAN2B1","down",1.04864095299676
"IL-1α","cDC2","CD300C","down",1.04947017869577
"IL-1α","cDC2","MBNL1","down",1.06463603210004
"IL-1α","cDC2","MPEG1","down",1.06599915944613
"IL-1α","cDC2","LYST","down",1.08308705352421
"IL-1α","cDC2","PTPRC","down",1.08479795408382
"IL-1α","cDC2","ERP29","down",1.08581952129357
"IL-1α","cDC2","LMO4","down",1.08903208150463
"IL-1α","cDC2","CX3CR1","down",1.09062646369129
"IL-1α","cDC2","NFAM1","down",1.11467804288165
"IL-1α","cDC2","FAM105A","down",1.12972156760347
"IL-1α","cDC2","PLBD1","down",1.13791857818837
"IL-1α","cDC2","PLAC8","down",1.13832357070912
"IL-1α","cDC2","PSAP","down",1.1585746097654
"IL-1α","cDC2","ITM2B","down",1.20459402324271
"IL-1α","cDC2","HEXB","down",1.2075636250229
"IL-1α","cDC2","BCL11A","down",1.21388963896783
"IL-1α","cDC2","PLD4","down",1.22342813867133
"IL-1α","cDC2","RGS2","down",1.26633538928207
"IL-1α","cDC2","BTG2","down",1.2675507661494
"IL-1α","cDC2","ZEB2","down",1.29035913810647
"IL-1α","cDC2","RAMP1","down",1.3473824503738
"IL-1α","cDC2","SELENOP","down",1.39981261281063
"IL-1α","cDC2","FOSB","down",1.46191175888474
"IL-1α","cDC2","KLF2","down",1.49200106772203
"IL-1α","cDC2","LYZ","down",1.50006386320263
"IL-1α","cDC2","HSPA1B","down",1.51889678314733
"IL-1α","cDC2","GM2A","down",1.52597593331978
"IL-1α","cDC2","PID1","down",1.53822264416675
"IL-1α","cDC2","CCR2","down",1.53957856793274
"IL-1α","cDC2","CCND1","down",1.55062384522624
"IL-1α","cDC2","CYBB","down",1.6968584905847
"IL-1α","cDC2","KLF4","down",1.74568807198669
"IL-1α","cDC2","HSPA1A","down",1.79894664470468
"IL-1α","cDC2","ALOX5AP","down",1.9709000968605
"IL-1α","cDC2","FOS","down",2.10717019670571
"IL-1β","cDC2","CCL17","up",4.25981799277655
"IL-1β","cDC2","FABP5","up",3.97915928475156
"IL-1β","cDC2","C15ORF48","up",2.74781623851295
"IL-1β","cDC2","NR4A3","up",2.72760365765761
"IL-1β","cDC2","CCR7","up",2.63863074301784
"IL-1β","cDC2","IFITM1","up",2.40875255285386
"IL-1β","cDC2","CCL22","up",2.34883100484593
"IL-1β","cDC2","IL4I1","up",2.09750521801743
"IL-1β","cDC2","FSCN1","up",2.05822365707281
"IL-1β","cDC2","SDC4","up",2.02322019706547
"IL-1β","cDC2","PKIB","up",1.97485289346259
"IL-1β","cDC2","MT1A","up",1.96428965591587
"IL-1β","cDC2","VDR","up",1.82284654540011
"IL-1β","cDC2","ID2","up",1.80109069301056
"IL-1β","cDC2","RGS1","up",1.76212612073004
"IL-1β","cDC2","PTPN1","up",1.73819328764343
"IL-1β","cDC2","CDKN1A","up",1.71207117618453
"IL-1β","cDC2","DOK2","up",1.64047321375042
"IL-1β","cDC2","BCL2A1","up",1.57864617642987
"IL-1β","cDC2","CISH","up",1.5759285470649
"IL-1β","cDC2","RAP2A","up",1.54306036574596
"IL-1β","cDC2","BCL2A1","up",1.52907397210719
"IL-1β","cDC2","IFITM2","up",1.49534564518317
"IL-1β","cDC2","PLET1","up",1.48705259407471
"IL-1β","cDC2","JAML","up",1.47192432142399
"IL-1β","cDC2","XBP1","up",1.46440793343707
"IL-1β","cDC2","SRGN","up",1.45271453206631
"IL-1β","cDC2","SERPINA3","up",1.45008684613985
"IL-1β","cDC2","MS4A6A","up",1.4371083437022
"IL-1β","cDC2","CYTIP","up",1.42559854027818
"IL-1β","cDC2","MALT1","up",1.40475322384375
"IL-1β","cDC2","FABP4","up",1.40147436966256
"IL-1β","cDC2","RAMP3","up",1.39430475197589
"IL-1β","cDC2","SOCS2","up",1.3861230736536
"IL-1β","cDC2","CLEC6A","up",1.37168825307334
"IL-1β","cDC2","CD83","up",1.35140850968182
"IL-1β","cDC2","TMEM123","up",1.33651059383504
"IL-1β","cDC2","GPR183","up",1.30551802025733
"IL-1β","cDC2","SOCS3","up",1.29655845923602
"IL-1β","cDC2","JAK2","up",1.29460105723264
"IL-1β","cDC2","CCND2","up",1.29193898140182
"IL-1β","cDC2","BASP1","up",1.28102258536185
"IL-1β","cDC2","GADD45B","up",1.26138713757393
"IL-1β","cDC2","NRP2","up",1.25551073024958
"IL-1β","cDC2","CD86","up",1.22826882298111
"IL-1β","cDC2","ETV3","up",1.22771434236659
"IL-1β","cDC2","ARAP2","up",1.22160755884873
"IL-1β","cDC2","GFRA2","up",1.17925533917346
"IL-1β","cDC2","FYN","up",1.16990119629303
